policy_id,valuation_date,driver_birth_date,driver_age,driver_age_band,vehicle_model_year,vehicle_age,vehicle_age_band,territory,vehicle_type,exposure,claim_count,total_claim_amount,earned_premium,true_annual_frequency,expected_claims_true
23996,2026-01-01,1968-02-11,57,40-64,2007,19,13+,Suburban,SUV,0.2303,0,0.0,172.72,0.067129,0.01546
23997,2026-01-01,1991-01-16,34,25-39,2013,13,13+,Urban A,Sedan,0.4201,0,0.0,393.84,0.131691,0.055323
23998,2026-01-01,1964-07-21,61,40-64,2010,16,13+,Urban A,Sedan,0.8047,0,0.0,754.41,0.097337,0.078327
23999,2026-01-01,1968-08-24,57,40-64,2016,10,8-12,Urban B,Sedan,0.3773,0,0.0,311.27,0.065761,0.024812
24000,2026-01-01,1960-05-03,65,65+,2007,19,13+,Urban A,SUV,0.4987,0,0.0,514.28,0.159047,0.079317
24001,2026-01-01,1961-04-27,64,40-64,2021,5,4-7,Urban A,Sedan,0.7956,0,0.0,745.87,0.072101,0.057364
24002,2026-01-01,1986-08-10,39,25-39,2013,13,13+,Urban B,SUV,0.5847,0,0.0,482.38,0.116049,0.067854
24003,2026-01-01,1975-04-08,50,40-64,2008,18,13+,Rural,Sedan,0.2689,0,0.0,201.68,0.04699,0.012636
24004,2026-01-01,1965-01-10,60,40-64,2020,6,4-7,Rural,SUV,0.2574,0,0.0,193.05,0.038675,0.009955
24005,2026-01-01,1985-03-16,40,40-64,2011,15,13+,Urban B,SUV,0.3711,1,2629.94,306.16,0.085776,0.031831
24006,2026-01-01,1942-10-28,83,65+,2021,5,4-7,Urban B,Truck,0.3727,0,0.0,388.96,0.112125,0.041789
24007,2026-01-01,1972-12-06,53,40-64,2008,18,13+,Rural,SUV,0.223,0,0.0,167.25,0.052211,0.011643
24008,2026-01-01,1957-02-18,68,65+,2007,19,13+,Suburban,Sedan,0.8512,1,6948.46,702.24,0.088847,0.075626
24009,2026-01-01,1971-02-06,54,40-64,2016,10,8-12,Rural,Truck,0.3544,0,0.0,305.67,0.053371,0.018915
24010,2026-01-01,2002-05-18,23,16-24,2009,17,13+,Rural,Truck,0.822,0,0.0,1028.01,0.140049,0.11512
24011,2026-01-01,1965-04-22,60,40-64,2018,8,8-12,Urban A,SUV,0.9761,0,0.0,915.09,0.092129,0.089927
24012,2026-01-01,1991-03-11,34,25-39,2006,20,13+,Urban A,Sedan,0.3988,0,0.0,373.87,0.131691,0.052518
24013,2026-01-01,1964-01-14,61,40-64,2015,11,8-12,Urban B,SUV,0.9732,0,0.0,802.89,0.073068,0.07111
24014,2026-01-01,1991-07-25,34,25-39,2018,8,8-12,Suburban,Truck,0.2721,0,0.0,234.69,0.092839,0.025262
24015,2026-01-01,1998-09-14,27,25-39,2021,5,4-7,Rural,Sedan,0.6827,1,2088.53,512.02,0.047092,0.03215
24016,2026-01-01,1968-11-14,57,40-64,2019,7,4-7,Urban B,Sedan,0.9921,0,0.0,818.48,0.057184,0.056732
24017,2026-01-01,1982-03-18,43,40-64,2023,3,0-3,Rural,Truck,0.8275,0,0.0,713.72,0.039448,0.032644
24018,2026-01-01,2007-06-26,18,16-24,2025,1,0-3,Suburban,Sedan,0.3067,0,0.0,333.54,0.08503,0.026079
24019,2026-01-01,1952-03-29,73,65+,2015,11,8-12,Suburban,SUV,0.3316,0,0.0,273.57,0.084094,0.027885
24020,2026-01-01,1975-04-03,50,40-64,2023,3,0-3,Suburban,Truck,0.3362,0,0.0,289.97,0.050719,0.017052
24021,2026-01-01,1973-02-16,52,40-64,2025,1,0-3,Suburban,Sedan,0.9487,0,0.0,711.52,0.03804,0.036088
24022,2026-01-01,1984-08-02,41,40-64,2011,15,13+,Suburban,Truck,0.3209,0,0.0,276.78,0.080554,0.02585
24023,2026-01-01,1985-07-13,40,40-64,2024,2,0-3,Suburban,Truck,0.5587,0,0.0,481.88,0.050719,0.028337
24024,2026-01-01,1996-03-13,29,25-39,2022,4,4-7,Suburban,SUV,0.4149,1,1237.47,311.18,0.067275,0.027912
24025,2026-01-01,2000-01-18,25,25-39,2023,3,0-3,Urban A,SUV,0.4251,0,0.0,398.53,0.092129,0.039164
24026,2026-01-01,1977-02-24,48,40-64,2011,15,13+,Suburban,Sedan,0.4674,0,0.0,350.55,0.060416,0.028238
24027,2026-01-01,1970-11-28,55,40-64,2026,0,0-3,Suburban,SUV,0.4105,0,0.0,307.88,0.042266,0.01735
24028,2026-01-01,1974-03-11,51,40-64,2008,18,13+,Rural,Sedan,0.6399,0,0.0,479.92,0.04699,0.030069
24029,2026-01-01,1942-12-13,83,65+,2007,19,13+,Urban A,Sedan,0.4829,0,0.0,497.99,0.143142,0.069123
24030,2026-01-01,1967-07-21,58,40-64,2019,7,4-7,Urban A,SUV,0.4969,0,0.0,465.84,0.080112,0.039808
24031,2026-01-01,1959-08-10,66,65+,2021,5,4-7,Urban B,Truck,0.5554,0,0.0,579.63,0.112125,0.062274
24032,2026-01-01,2006-08-18,19,16-24,2014,12,8-12,Rural,Sedan,0.4206,0,0.0,457.4,0.089476,0.037634
24033,2026-01-01,2002-03-16,23,16-24,2009,17,13+,Urban B,Sedan,0.7791,0,0.0,932.0,0.17256,0.134442
24034,2026-01-01,1998-07-12,27,25-39,2023,3,0-3,Urban B,Sedan,0.5531,0,0.0,456.31,0.065761,0.036373
24035,2026-01-01,1970-05-04,55,40-64,2021,5,4-7,Suburban,Truck,0.5583,0,0.0,481.53,0.05967,0.033314
24036,2026-01-01,1952-08-27,73,65+,2023,3,0-3,Suburban,Sedan,0.2889,0,0.0,238.34,0.055941,0.016161
24037,2026-01-01,1993-04-15,32,25-39,2023,3,0-3,Suburban,Sedan,0.1278,0,0.0,95.85,0.051465,0.006577
24038,2026-01-01,1958-10-20,67,65+,2020,6,4-7,Urban B,Truck,0.8283,0,0.0,864.43,0.112125,0.092873
24039,2026-01-01,1993-04-09,32,25-39,2024,2,0-3,Suburban,Sedan,0.8699,0,0.0,652.42,0.051465,0.04477
24040,2026-01-01,1969-09-07,56,40-64,2009,17,13+,Urban A,SUV,0.3171,0,0.0,297.28,0.108152,0.034295
24041,2026-01-01,2003-07-05,22,16-24,2007,19,13+,Urban A,SUV,0.424,0,0.0,576.38,0.302189,0.128128
24042,2026-01-01,1986-07-06,39,25-39,2019,7,4-7,Suburban,Truck,0.4222,0,0.0,364.15,0.08073,0.034084
24043,2026-01-01,1977-02-21,48,40-64,2015,11,8-12,Urban A,Sedan,0.7158,0,0.0,671.06,0.082916,0.059352
24044,2026-01-01,1974-05-31,51,40-64,2014,12,8-12,Urban B,SUV,0.2685,0,0.0,221.51,0.073068,0.019619
24045,2026-01-01,1987-02-23,38,25-39,2014,12,8-12,Urban B,Sedan,0.9808,1,3457.45,809.16,0.088971,0.087263
24046,2026-01-01,1980-01-08,45,40-64,2014,12,8-12,Suburban,SUV,0.1557,0,0.0,116.78,0.057184,0.008904
24047,2026-01-01,2000-11-14,25,25-39,2020,6,4-7,Suburban,Sedan,0.9764,0,0.0,732.3,0.060548,0.059119
24048,2026-01-01,1983-04-28,42,40-64,2019,7,4-7,Rural,Sedan,0.1619,0,0.0,121.42,0.034808,0.005635
24049,2026-01-01,1984-12-03,41,40-64,2025,1,0-3,Urban B,Truck,0.3858,0,0.0,366.03,0.064808,0.025003
24050,2026-01-01,2006-08-22,19,16-24,2020,6,4-7,Urban A,SUV,0.3256,0,0.0,442.61,0.223844,0.072884
24051,2026-01-01,1975-03-11,50,40-64,2021,5,4-7,Rural,SUV,0.3337,0,0.0,250.28,0.038675,0.012906
24052,2026-01-01,1945-11-11,80,65+,2016,10,8-12,Urban A,Sedan,0.9952,0,0.0,1026.3,0.121936,0.121351
24053,2026-01-01,1976-11-18,49,40-64,2009,17,13+,Rural,SUV,0.5125,0,0.0,384.37,0.052211,0.026758
24054,2026-01-01,2004-02-25,21,16-24,2021,5,4-7,Urban A,Sedan,0.2076,1,2397.35,282.21,0.201459,0.041823
24055,2026-01-01,2001-07-25,24,16-24,2016,10,8-12,Urban B,SUV,0.9841,0,0.0,1177.23,0.163329,0.160732
24056,2026-01-01,1964-09-06,61,40-64,2007,19,13+,Suburban,SUV,0.3184,0,0.0,238.8,0.067129,0.021374
24057,2026-01-01,1972-07-03,53,40-64,2018,8,8-12,Urban B,Truck,0.1653,0,0.0,156.83,0.087682,0.014494
24058,2026-01-01,1971-01-23,54,40-64,2020,6,4-7,Suburban,Sedan,0.1218,0,0.0,91.35,0.044752,0.005451
24059,2026-01-01,1961-11-28,64,40-64,2017,9,8-12,Urban A,Truck,0.5169,0,0.0,557.28,0.110555,0.057146
24060,2026-01-01,1997-10-23,28,25-39,2008,18,13+,Urban A,Sedan,0.9265,0,0.0,868.59,0.131691,0.122012
24061,2026-01-01,1941-09-05,84,65+,2025,1,0-3,Suburban,SUV,0.1153,0,0.0,95.12,0.062156,0.007167
24062,2026-01-01,1971-06-23,54,40-64,2017,9,8-12,Rural,Sedan,0.7527,0,0.0,564.52,0.040029,0.03013
24063,2026-01-01,1942-12-24,83,65+,2022,4,4-7,Suburban,Truck,0.3344,0,0.0,317.26,0.08775,0.029344
24064,2026-01-01,1974-04-18,51,40-64,2008,18,13+,Urban B,Sedan,0.2972,0,0.0,245.19,0.077198,0.022943
24065,2026-01-01,1962-03-15,63,40-64,2023,3,0-3,Rural,Sedan,0.7334,0,0.0,550.05,0.029586,0.021699
24066,2026-01-01,1975-10-29,50,40-64,2020,6,4-7,Urban B,Sports,0.7731,0,0.0,924.82,0.117544,0.090874
24067,2026-01-01,1991-12-28,34,25-39,2023,3,0-3,Urban B,Sedan,0.6031,0,0.0,497.56,0.065761,0.039661
24068,2026-01-01,1952-11-18,73,65+,2022,4,4-7,Urban A,Truck,0.282,0,0.0,334.43,0.141375,0.039868
24069,2026-01-01,1978-08-08,47,40-64,2007,19,13+,Suburban,Truck,0.1057,0,0.0,91.17,0.080554,0.008515
24070,2026-01-01,1987-09-05,38,25-39,2025,1,0-3,Urban A,SUV,0.7636,0,0.0,715.87,0.092129,0.07035
24071,2026-01-01,1958-03-17,67,65+,2017,9,8-12,Urban A,Sedan,0.6397,0,0.0,659.69,0.121936,0.078002
24072,2026-01-01,1981-01-08,44,40-64,2026,0,0-3,Urban A,Sedan,0.4803,0,0.0,450.28,0.061286,0.029436
24073,2026-01-01,1987-01-10,38,25-39,2019,7,4-7,Urban A,Sedan,0.2922,0,0.0,273.94,0.097549,0.028504
24074,2026-01-01,1964-08-02,61,40-64,2022,4,4-7,Urban B,Truck,0.7857,1,2371.91,745.43,0.076245,0.059906
24075,2026-01-01,1985-08-09,40,40-64,2009,17,13+,Urban A,Sedan,0.1638,0,0.0,153.56,0.097337,0.015944
24076,2026-01-01,1984-09-02,41,40-64,2023,3,0-3,Urban B,Sedan,0.6784,0,0.0,559.68,0.048606,0.032974
24077,2026-01-01,1958-04-15,67,65+,2019,7,4-7,Urban B,Sedan,0.7196,0,0.0,653.04,0.084094,0.060514
24078,2026-01-01,1966-08-20,59,40-64,2008,18,13+,Urban A,SUV,0.3009,0,0.0,282.09,0.108152,0.032543
24079,2026-01-01,1992-03-25,33,25-39,2019,7,4-7,Urban A,SUV,0.535,0,0.0,501.56,0.108388,0.057987
24080,2026-01-01,1999-01-03,26,25-39,2013,13,13+,Urban B,SUV,0.5682,0,0.0,468.77,0.116049,0.065939
24081,2026-01-01,1981-10-07,44,40-64,2022,4,4-7,Suburban,Truck,0.6322,0,0.0,545.27,0.05967,0.037723
24082,2026-01-01,1978-11-29,47,40-64,2012,14,13+,Suburban,Sedan,0.9111,1,556.7,683.32,0.060416,0.055045
24083,2026-01-01,1993-02-03,32,25-39,2015,11,8-12,Urban A,Sedan,0.5918,0,0.0,554.81,0.112181,0.066389
24084,2026-01-01,1940-12-26,85,65+,2017,9,8-12,Urban A,SUV,0.1606,0,0.0,165.62,0.135484,0.021759
24085,2026-01-01,1989-03-22,36,25-39,2019,7,4-7,Urban A,Sedan,0.4105,0,0.0,384.84,0.097549,0.040044
24086,2026-01-01,1997-06-15,28,25-39,2014,12,8-12,Rural,Sedan,0.6655,0,0.0,499.12,0.054156,0.036041
24087,2026-01-01,1998-10-26,27,25-39,2025,1,0-3,Rural,SUV,0.3998,0,0.0,299.85,0.044476,0.017782
24088,2026-01-01,1998-04-25,27,25-39,2021,5,4-7,Suburban,Sedan,0.7911,0,0.0,593.33,0.060548,0.047899
24089,2026-01-01,1987-02-26,38,25-39,2021,5,4-7,Rural,Truck,0.2709,0,0.0,233.65,0.06279,0.01701
24090,2026-01-01,1995-11-20,30,25-39,2020,6,4-7,Urban A,SUV,0.2287,0,0.0,214.41,0.108388,0.024788
24091,2026-01-01,1970-08-01,55,40-64,2010,16,13+,Suburban,Sedan,0.3079,0,0.0,230.92,0.060416,0.018602
24092,2026-01-01,1971-11-26,54,40-64,2015,11,8-12,Suburban,Sedan,0.8885,0,0.0,666.38,0.051465,0.045727
24093,2026-01-01,1999-12-06,26,25-39,2006,20,13+,Urban B,Sedan,0.7128,0,0.0,588.06,0.104444,0.074448
24094,2026-01-01,1961-05-25,64,40-64,2022,4,4-7,Suburban,Sedan,0.568,0,0.0,426.0,0.044752,0.025419
24095,2026-01-01,1965-08-24,60,40-64,2007,19,13+,Urban B,SUV,0.3703,0,0.0,305.5,0.085776,0.031763
24096,2026-01-01,1982-02-15,43,40-64,2021,5,4-7,Rural,SUV,0.9267,0,0.0,695.02,0.038675,0.03584
24097,2026-01-01,1985-09-02,40,40-64,2022,4,4-7,Urban A,Sedan,0.8999,0,0.0,843.66,0.072101,0.064884
24098,2026-01-01,1994-09-03,31,25-39,2019,7,4-7,Urban A,Sedan,0.4595,0,0.0,430.78,0.097549,0.044824
24099,2026-01-01,1980-12-15,45,40-64,2022,4,4-7,Urban B,Sedan,0.7775,0,0.0,641.44,0.057184,0.04446
24100,2026-01-01,1980-08-02,45,40-64,2015,11,8-12,Urban A,Sedan,0.9222,1,4156.14,864.56,0.082916,0.076466
24101,2026-01-01,1983-08-12,42,40-64,2020,6,4-7,Urban A,Sedan,0.382,0,0.0,358.12,0.072101,0.027543
24102,2026-01-01,1996-12-06,29,25-39,2013,13,13+,Urban A,Sedan,0.3958,0,0.0,371.06,0.131691,0.052123
24103,2026-01-01,1998-01-16,27,25-39,2019,7,4-7,Urban B,Truck,0.5912,0,0.0,560.9,0.103155,0.060985
24104,2026-01-01,1961-02-17,64,40-64,2010,16,13+,Suburban,Sedan,0.4675,0,0.0,350.62,0.060416,0.028244
24105,2026-01-01,1996-07-21,29,25-39,2015,11,8-12,Suburban,Sedan,0.7853,0,0.0,588.98,0.06963,0.05468
24106,2026-01-01,1959-11-24,66,65+,2025,1,0-3,Urban B,Sedan,0.5832,0,0.0,529.25,0.07148,0.041687
24107,2026-01-01,1971-05-29,54,40-64,2026,0,0-3,Urban A,Sedan,0.2907,0,0.0,272.53,0.061286,0.017816
24108,2026-01-01,1969-08-22,56,40-64,2021,5,4-7,Suburban,Sedan,0.4207,0,0.0,315.53,0.044752,0.018827
24109,2026-01-01,1984-11-09,41,40-64,2025,1,0-3,Urban B,Sports,0.7041,0,0.0,842.28,0.099913,0.070349
24110,2026-01-01,1996-11-01,29,25-39,2010,16,13+,Urban A,Truck,0.1481,0,0.0,159.67,0.175588,0.026005
24111,2026-01-01,1981-10-14,44,40-64,2014,12,8-12,Urban B,Sedan,0.408,0,0.0,336.6,0.065761,0.026831
24112,2026-01-01,1972-08-18,53,40-64,2021,5,4-7,Urban A,Sedan,0.1145,0,0.0,107.34,0.072101,0.008256
24113,2026-01-01,1978-06-06,47,40-64,2015,11,8-12,Urban B,Truck,0.8388,0,0.0,795.81,0.087682,0.073547
24114,2026-01-01,1955-01-26,70,65+,2009,17,13+,Rural,Sedan,0.2055,0,0.0,169.54,0.069103,0.014201
24115,2026-01-01,1998-08-04,27,25-39,2020,6,4-7,Suburban,Sedan,0.1695,0,0.0,127.13,0.060548,0.010263
24116,2026-01-01,1966-04-30,59,40-64,2013,13,13+,Rural,Sedan,0.8079,0,0.0,605.92,0.04699,0.037963
24117,2026-01-01,1976-05-02,49,40-64,2022,4,4-7,Suburban,SUV,0.1806,0,0.0,135.45,0.049725,0.00898
24118,2026-01-01,1973-10-04,52,40-64,2017,9,8-12,Urban A,Sedan,0.7158,0,0.0,671.06,0.082916,0.059352
24119,2026-01-01,1995-09-04,30,25-39,2020,6,4-7,Suburban,SUV,0.4419,0,0.0,331.42,0.067275,0.029729
24120,2026-01-01,1970-02-04,55,40-64,2017,9,8-12,Rural,Truck,0.8395,0,0.0,724.07,0.053371,0.044805
24121,2026-01-01,1977-01-09,48,40-64,2025,1,0-3,Rural,Sedan,0.2646,0,0.0,198.45,0.029586,0.007829
24122,2026-01-01,1943-06-09,82,65+,2008,18,13+,Suburban,Truck,0.176,0,0.0,166.98,0.118463,0.020849
24123,2026-01-01,1972-12-01,53,40-64,2010,16,13+,Urban A,SUV,0.3056,0,0.0,286.5,0.108152,0.033051
24124,2026-01-01,1976-06-04,49,40-64,2018,8,8-12,Suburban,Sedan,0.9389,0,0.0,704.18,0.051465,0.048321
24125,2026-01-01,1994-09-07,31,25-39,2023,3,0-3,Urban A,Truck,0.8462,0,0.0,912.31,0.110555,0.093552
24126,2026-01-01,1996-08-25,29,25-39,2026,0,0-3,Urban A,Sports,0.3572,0,0.0,485.57,0.170439,0.060881
24127,2026-01-01,1979-04-14,46,40-64,2015,11,8-12,Urban A,Sedan,0.2855,0,0.0,267.66,0.082916,0.023673
24128,2026-01-01,1968-10-21,57,40-64,2017,9,8-12,Urban A,Sports,0.2412,0,0.0,327.88,0.170439,0.04111
24129,2026-01-01,1998-03-07,27,25-39,2024,2,0-3,Urban B,Sports,0.2991,1,1774.69,357.8,0.135176,0.040431
24130,2026-01-01,1954-03-14,71,65+,2022,4,4-7,Rural,Sedan,0.2845,0,0.0,234.71,0.051188,0.014563
24131,2026-01-01,1960-07-06,65,65+,2019,7,4-7,Suburban,Sedan,0.8994,0,0.0,742.0,0.065813,0.059192
24132,2026-01-01,2008-02-13,17,16-24,2012,14,13+,Suburban,Sedan,0.118,0,0.0,128.32,0.135047,0.015936
24133,2026-01-01,1964-04-14,61,40-64,2026,0,0-3,Rural,Sedan,0.8921,0,0.0,669.08,0.029586,0.026394
24134,2026-01-01,1949-10-21,76,65+,2017,9,8-12,Urban A,Sedan,0.1373,0,0.0,141.59,0.121936,0.016742
24135,2026-01-01,1972-12-10,53,40-64,2019,7,4-7,Suburban,Sedan,0.8442,0,0.0,633.15,0.044752,0.03778
24136,2026-01-01,1969-12-19,56,40-64,2007,19,13+,Suburban,Truck,0.4832,0,0.0,416.76,0.080554,0.038924
24137,2026-01-01,1994-12-06,31,25-39,2022,4,4-7,Urban B,Sedan,0.1695,0,0.0,139.84,0.077366,0.013114
24138,2026-01-01,1976-06-15,49,40-64,2015,11,8-12,Urban B,SUV,0.8191,0,0.0,675.76,0.073068,0.05985
24139,2026-01-01,1980-10-06,45,40-64,2024,2,0-3,Suburban,Truck,0.3308,0,0.0,285.32,0.050719,0.016778
24140,2026-01-01,1987-01-25,38,25-39,2010,16,13+,Rural,SUV,0.8902,0,0.0,667.65,0.070639,0.062883
24141,2026-01-01,1979-11-26,46,40-64,2025,1,0-3,Urban B,Truck,0.777,0,0.0,737.18,0.064808,0.050356
24142,2026-01-01,2007-09-01,18,16-24,2009,17,13+,Suburban,Sedan,0.9836,0,0.0,1069.66,0.135047,0.132832
24143,2026-01-01,1991-04-26,34,25-39,2022,4,4-7,Suburban,Sedan,0.8487,0,0.0,636.52,0.060548,0.051387
24144,2026-01-01,1986-05-18,39,25-39,2019,7,4-7,Rural,SUV,0.3169,0,0.0,237.68,0.052325,0.016582
24145,2026-01-01,1994-04-29,31,25-39,2023,3,0-3,Suburban,SUV,0.4683,0,0.0,351.22,0.057184,0.026779
24146,2026-01-01,1996-11-08,29,25-39,2020,6,4-7,Urban A,SUV,0.727,0,0.0,681.56,0.108388,0.078798
24147,2026-01-01,1976-02-23,49,40-64,2021,5,4-7,Suburban,Sedan,0.3845,0,0.0,288.38,0.044752,0.017207
24148,2026-01-01,1947-03-14,78,65+,2018,8,8-12,Rural,SUV,0.5919,0,0.0,488.32,0.065406,0.038714
24149,2026-01-01,1976-05-08,49,40-64,2021,5,4-7,Urban B,Sedan,0.3139,0,0.0,258.97,0.057184,0.01795
24150,2026-01-01,1966-06-06,59,40-64,2024,2,0-3,Suburban,Truck,0.6967,1,2863.63,600.9,0.050719,0.035336
24151,2026-01-01,1985-07-30,40,40-64,2019,7,4-7,Suburban,Truck,0.4079,0,0.0,351.81,0.05967,0.024339
24152,2026-01-01,1943-06-09,82,65+,2026,0,0-3,Urban B,Sedan,0.1497,0,0.0,135.85,0.07148,0.010701
24153,2026-01-01,1985-12-31,40,40-64,2026,0,0-3,Suburban,SUV,0.971,0,0.0,728.25,0.042266,0.041041
24154,2026-01-01,1948-07-07,77,65+,2014,12,8-12,Urban B,Sedan,0.8595,0,0.0,780.0,0.096708,0.08312
24155,2026-01-01,1958-11-03,67,65+,2016,10,8-12,Urban B,SUV,0.3733,0,0.0,338.77,0.107453,0.040112
24156,2026-01-01,1961-04-24,64,40-64,2020,6,4-7,Suburban,Sedan,0.2167,0,0.0,162.52,0.044752,0.009698
24157,2026-01-01,1945-06-29,80,65+,2019,7,4-7,Suburban,Sedan,0.7617,0,0.0,628.4,0.065813,0.050129
24158,2026-01-01,1958-09-28,67,65+,2017,9,8-12,Rural,Sedan,0.2986,0,0.0,246.34,0.058866,0.017577
24159,2026-01-01,1949-08-09,76,65+,2023,3,0-3,Urban A,Truck,0.6449,0,0.0,764.81,0.120169,0.077497
24160,2026-01-01,1978-02-17,47,40-64,2010,16,13+,Suburban,Sedan,0.8012,0,0.0,600.9,0.060416,0.048405
24161,2026-01-01,1992-07-04,33,25-39,2016,10,8-12,Urban A,Truck,0.3452,1,2931.41,372.17,0.149575,0.051633
24162,2026-01-01,1970-05-02,55,40-64,2017,9,8-12,Suburban,Sedan,0.3562,0,0.0,267.15,0.051465,0.018332
24163,2026-01-01,1980-10-16,45,40-64,2019,7,4-7,Rural,Sedan,0.1555,0,0.0,116.62,0.034808,0.005413
24164,2026-01-01,2000-06-20,25,25-39,2025,1,0-3,Suburban,Sedan,0.3879,0,0.0,290.92,0.051465,0.019963
24165,2026-01-01,1957-09-15,68,65+,2009,17,13+,Suburban,Sedan,0.6377,0,0.0,526.1,0.088847,0.056658
24166,2026-01-01,2009-01-17,16,16-24,2020,6,4-7,Urban A,SUV,0.2402,0,0.0,326.52,0.223844,0.053767
24167,2026-01-01,1987-04-09,38,25-39,2013,13,13+,Rural,Sedan,0.9578,0,0.0,718.35,0.063575,0.060892
24168,2026-01-01,2006-05-25,19,16-24,2012,14,13+,Urban B,Sedan,0.7502,0,0.0,897.43,0.17256,0.129455
24169,2026-01-01,1984-01-03,41,40-64,2022,4,4-7,Urban A,Sports,0.2835,0,0.0,385.38,0.148208,0.042017
24170,2026-01-01,1999-01-23,26,25-39,2015,11,8-12,Urban A,Truck,0.5776,0,0.0,622.72,0.149575,0.086394
24171,2026-01-01,1966-01-11,59,40-64,2024,2,0-3,Suburban,Sedan,0.4523,0,0.0,339.22,0.03804,0.017205
24172,2026-01-01,1968-10-31,57,40-64,2022,4,4-7,Rural,SUV,0.4441,0,0.0,333.08,0.038675,0.017176
24173,2026-01-01,2007-05-03,18,16-24,2016,10,8-12,Rural,Sedan,0.604,0,0.0,656.85,0.089476,0.054043
24174,2026-01-01,1996-11-14,29,25-39,2013,13,13+,Suburban,Sedan,0.1973,0,0.0,147.98,0.081739,0.016127
24175,2026-01-01,1997-11-01,28,25-39,2022,4,4-7,Suburban,Truck,0.2938,0,0.0,253.4,0.08073,0.023718
24176,2026-01-01,1963-10-26,62,40-64,2023,3,0-3,Rural,Sports,0.2347,0,0.0,255.24,0.060816,0.014274
24177,2026-01-01,1973-10-14,52,40-64,2009,17,13+,Suburban,Truck,0.2566,0,0.0,221.32,0.080554,0.02067
24178,2026-01-01,1978-03-01,47,40-64,2014,12,8-12,Urban B,SUV,0.6897,0,0.0,569.0,0.073068,0.050395
24179,2026-01-01,1955-03-27,70,65+,2019,7,4-7,Rural,Truck,0.9965,0,0.0,945.43,0.06825,0.068011
24180,2026-01-01,1990-05-26,35,25-39,2015,11,8-12,Rural,Sedan,0.686,0,0.0,514.5,0.054156,0.037151
24181,2026-01-01,1989-06-06,36,25-39,2007,19,13+,Suburban,Sedan,0.9863,0,0.0,739.72,0.081739,0.080619
24182,2026-01-01,1963-01-04,62,40-64,2007,19,13+,Suburban,SUV,0.6193,0,0.0,464.48,0.067129,0.041573
24183,2026-01-01,2005-12-16,20,16-24,2023,3,0-3,Rural,SUV,0.355,0,0.0,386.06,0.073482,0.026086
24184,2026-01-01,1968-11-01,57,40-64,2020,6,4-7,Suburban,Sedan,0.8851,0,0.0,663.82,0.044752,0.03961
24185,2026-01-01,1975-04-28,50,40-64,2018,8,8-12,Urban A,SUV,0.1605,0,0.0,150.47,0.092129,0.014787
24186,2026-01-01,1979-06-10,46,40-64,2009,17,13+,Rural,Sedan,0.1922,0,0.0,144.15,0.04699,0.009032
24187,2026-01-01,2005-07-17,20,16-24,2022,4,4-7,Suburban,SUV,0.9529,1,1912.99,1036.28,0.11115,0.105915
24188,2026-01-01,1995-11-19,30,25-39,2019,7,4-7,Suburban,Sedan,0.6852,0,0.0,513.9,0.060548,0.041487
24189,2026-01-01,1986-08-13,39,25-39,2025,1,0-3,Urban B,SUV,0.9361,0,0.0,772.28,0.073068,0.068399
24190,2026-01-01,1971-02-16,54,40-64,2021,5,4-7,Urban A,Truck,0.2196,0,0.0,236.76,0.096135,0.021111
24191,2026-01-01,1993-09-03,32,25-39,2012,14,13+,Urban B,Sports,0.7914,0,0.0,946.71,0.214691,0.169907
24192,2026-01-01,1940-02-28,85,65+,2009,17,13+,Urban B,Truck,0.3113,0,0.0,324.88,0.151369,0.047121
24193,2026-01-01,1949-02-09,76,65+,2022,4,4-7,Urban B,Sedan,0.409,0,0.0,371.17,0.084094,0.034394
24194,2026-01-01,1964-03-18,61,40-64,2019,7,4-7,Suburban,Sedan,0.9091,0,0.0,681.82,0.044752,0.040684
24195,2026-01-01,1968-06-20,57,40-64,2018,8,8-12,Urban B,SUV,0.4701,0,0.0,387.83,0.073068,0.034349
24196,2026-01-01,1964-10-07,61,40-64,2026,0,0-3,Urban B,SUV,0.7035,0,0.0,580.39,0.054007,0.037994
24197,2026-01-01,1967-01-10,58,40-64,2015,11,8-12,Urban A,SUV,0.8985,0,0.0,842.34,0.092129,0.082778
24198,2026-01-01,1979-07-22,46,40-64,2022,4,4-7,Suburban,Sedan,0.8838,0,0.0,662.85,0.044752,0.039552
24199,2026-01-01,1999-08-09,26,25-39,2016,10,8-12,Suburban,Sedan,0.108,0,0.0,81.0,0.06963,0.00752
24200,2026-01-01,1995-02-20,30,25-39,2014,12,8-12,Urban B,SUV,0.2424,0,0.0,199.98,0.098857,0.023963
24201,2026-01-01,1960-02-10,65,65+,2017,9,8-12,Urban A,Sedan,0.9268,0,0.0,955.76,0.121936,0.11301
24202,2026-01-01,1952-05-15,73,65+,2024,2,0-3,Urban A,Sedan,0.6062,0,0.0,625.14,0.090127,0.054635
24203,2026-01-01,1980-07-13,45,40-64,2026,0,0-3,Suburban,Truck,0.5322,0,0.0,459.02,0.050719,0.026993
24204,2026-01-01,1967-11-28,58,40-64,2020,6,4-7,Suburban,Truck,0.1587,0,0.0,136.88,0.05967,0.00947
24205,2026-01-01,1964-09-27,61,40-64,2023,3,0-3,Suburban,Sedan,0.1225,0,0.0,91.88,0.03804,0.00466
